,지역,상호,주소,상표,셀프여부,경유,lat,lng
90,대전광역시,(주)학하 학하셀프주유소,대전 유성구 학하로 189 (복용동),SK에너지,Y,1314,36.344689200000005,127.31418290000002
91,대전광역시,지에스칼텍스(주)21세기주유소,대전 유성구 유성대로 845,GS칼텍스,Y,1364,36.36267470000001,127.35142590000001
92,대전광역시,KH에너지(주)직영하이웨이 주유소,대전광역시 유성구  현충원로531 (장대동),SK에너지,N,1304,36.358858399999995,127.3297381
93,대전광역시,한밭대로주유소,대전 유성구 한밭대로 305 (장대동),현대오일뱅크,Y,1354,36.36583579999999,127.33473959999999
94,대전광역시,㈜제트에너지서대전주유소,대전광역시 유성구 계백로 212(방동),현대오일뱅크,Y,1319,36.270182299999995,127.2734324
95,대전광역시,(주)유성하나로셀프주유소,대전 유성구 한밭대로 295 (장대동),SK에너지,Y,1357,36.3663828,127.3334378
96,대전광역시,씨앤에스유통(주)진성주유소,대전 유성구 북유성대로 155 (지족동),S-OIL,Y,1348,36.3801139,127.32283400000001
97,대전광역시,대성주유소,대전광역시 유성구  아리랑로12 번지(원촌동),S-OIL,Y,1337,36.3793555,127.40772
98,대전광역시,유성IC주유소,대전 유성구 현충원로 545,GS칼텍스,Y,1309,36.358314799999995,127.33115900000001
99,대전광역시,강변주유소,대전 유성구 엑스포로 293 (원촌동),알뜰주유소,N,1334,36.38224659999999,127.40571969999999
100,대전광역시,(주)상아에너지,대전 유성구 계백로 476 (방동),GS칼텍스,N,1325,36.276059499999995,127.29361770000001
101,대전광역시,구도일태전주유소,대전 유성구 엑스포로 259 (원촌동),S-OIL,Y,1335,36.379893,127.4061722
102,대전광역시,방동제일주유소,대전 유성구 계백로 324,S-OIL,Y,1325,36.2664568,127.2848476
103,대전광역시,행정타운주유소,대전 유성구 한밭대로 458 (궁동),SK에너지,Y,1357,36.3598364,127.3498297
104,대전광역시,서남부주유소,대전 유성구 유성대로 44 (원내동),GS칼텍스,Y,1329,36.36267470000001,127.35142590000001
105,대전광역시,첨단주유소,대전 유성구 가정로 27,SK에너지,N,1339,36.3845477,127.3464017
106,대전광역시,지에스칼텍스(주)원내동주유소,대전 유성구 유성대로 6 (원내동),GS칼텍스,Y,1359,36.36267470000001,127.35142590000001
107,대전광역시,주식회사 방동주유소,대전 유성구 계백로 139 (방동),GS칼텍스,Y,1325,36.2744266,127.2674261
108,대전광역시,햇빛주유소,대전 유성구 계백로 87 (송정동),SK에너지,Y,1325,36.2764851,127.26185929999998
109,대전광역시,관저주유소,대전 유성구 계백로 975  (원내동),현대오일뱅크,Y,1355,36.301927899999995,127.3320115
110,대전광역시,(주)하나주유소,대전광역시 유성구 유성대로 1127 (하기동),현대오일뱅크,N,1348,36.36267470000001,127.35142590000001
111,대전광역시,신성주유소,대전광역시 유성구 가정북로 163,GS칼텍스,Y,1348,36.3906447,127.3620537
112,대전광역시,북대전주유소,대전 유성구 유성대로 1495 (화암동),현대오일뱅크,N,1354,36.36267470000001,127.35142590000001
113,대전광역시,하은셀프주유소,대전 유성구 유성대로 614 (구암동),SK에너지,Y,1357,36.36267470000001,127.35142590000001
114,대전광역시,(주)황제주유소,대전 유성구 대덕대로 934 (화암동),SK에너지,Y,1357,36.4121149,127.3785248
115,대전광역시,한밭대앞Self주유소,대전광역시 유성구  학하서로 111 (덕명동),S-OIL,Y,1349,36.3453339,127.30299779999999
116,대전광역시,SK교촌주유소,대전광역시 유성구  유성대로 142 (교촌동),SK에너지,Y,1365,36.36267470000001,127.35142590000001
117,대전광역시,지에스칼텍스(주)한빛주유소,대전 유성구 엑스포로 315,GS칼텍스,Y,1369,36.3843603,127.40504820000001
118,대전광역시,(주)구암상사주유소,대전 유성구 유성대로654번길 32 (구암동),GS칼텍스,N,1363,36.3516439,127.3306857
119,대전광역시,SK진잠주유소,대전 유성구 계백로 899 (원내동),SK에너지,Y,1365,36.2994284,127.32393619999999
120,대전광역시,대광주유소,대전 유성구 금남구즉로 1355 (봉산동),S-OIL,N,1359,36.4479298,127.38459990000001
121,대전광역시,진터벌주유소,대전 유성구 유성대로654번길 168 (봉명동),S-OIL,N,1355,36.3501951,127.3382017
122,대전광역시,SK스마트셀프주유소,대전 유성구 엑스포로 222 (원촌동),SK에너지,Y,1375,36.376729299999994,127.40409879999999
123,대전광역시,우진주유소,대전 유성구  유성대로654번길 1 (구암동),S-OIL,N,1369,36.3524695,127.3295801
124,대전광역시,지에스칼텍스(주)화암주유소,대전 유성구 대덕대로 887  (화암동),GS칼텍스,Y,1365,36.4088626,127.3752939
125,대전광역시,지에스칼텍스(주)정다운주유소,대전 유성구 북유성대로 51(노은동),GS칼텍스,Y,1374,36.3713731,127.3265416
126,대전광역시,지에스칼텍스(주)유성온천주유소,대전 유성구 도안대로 583 (봉명동),GS칼텍스,N,1374,36.3521312,127.3403623
127,대전광역시,지에스칼텍스(주)충대앞주유소,대전 유성구 대학로 85 (궁동),GS칼텍스,Y,1374,36.361104299999994,127.3438578
128,대전광역시,지에스칼텍스(주)대덕밸리주유소,대전 유성구 대덕대로 938,GS칼텍스,N,1367,36.412403499999996,127.3785716
129,대전광역시,엑스포주유소,대전 유성구 대덕대로 542 (도룡동),SK에너지,N,1385,36.381391799999996,127.37887190000001
130,대전광역시,지에스칼텍스㈜ 덕명주유소,대전 유성구 현충원로 283 (덕명동),GS칼텍스,Y,1374,36.36072559999999,127.30231459999999
131,대전광역시,동일석유(주)테크노밸리주유소(self),대전 유성구 테크노중앙로 139 (용산동),SK에너지,Y,1415,36.42424159999999,127.40067930000001
132,대전광역시,GS사이언스 주유소,대전광역시 유성구  대덕대로 539 (가정동),GS칼텍스,Y,1389,36.381044,127.37820819999999
133,대전광역시,현대오일뱅크 송강주유소,대전 유성구 대덕대로 1131 (송강동),현대오일뱅크,N,1415,36.428064899999995,127.38548829999999
134,대전광역시,GS북유성IC주유소,대전광역시 유성구 북유성대로 408 (외삼동),GS칼텍스,Y,1429,36.400301500000005,127.30943590000001
135,대전광역시,SK에너지(주) 대전선경주유소,대전 유성구 유성대로 1647,SK에너지,Y,1395,36.36267470000001,127.35142590000001
136,대전광역시,예성주유소,대전광역시 유성구  도안동로 488,SK에너지,Y,1428,36.3403673,127.3492365
137,대전광역시,세종주유소,대전 유성구 북유성대로 288 (하기동),SK에너지,Y,1475,36.39075589999999,127.3162219
138,대전광역시,온천주유소,대전 유성구 현충원로 342 (구암동),SK에너지,N,1479,36.359075700000005,127.30855009999999
139,대전광역시,노은,대전 유성구 노은동로 79,SK에너지,N,1489,36.3675559,127.32295729999998
140,대전광역시,계룡주유소,대전 유성구 현충원로 177 (갑동),S-OIL,N,1645,36.3604844,127.29103149999999
141,대전광역시,도서관주유소,대전 광역시 중구 보문산로 353,현대오일뱅크,Y,1245,36.313669,127.41537759999999
142,대전광역시,소망주유소,대전 중구 보문산로 307 (문화동),GS칼텍스,Y,1248,36.3107606,127.41205649999999
143,대전광역시,(주)제트 동서로주유소,대전 중구 동서대로 1293 (오류동),현대오일뱅크,Y,1284,36.3282846,127.4031803
144,대전광역시,태평셀프주유소,대전광역시 중구  동서대로 1244 (태평동),현대오일뱅크,Y,1283,36.3263269,127.3979182
145,대전광역시,천지인주유소,대전 중구 대종로 44 (옥계동),자가상표,Y,1279,36.297565399999996,127.4560513
146,대전광역시,(주)에너비즈삼성주유소,대전 중구 계룡로 778 (오류동),S-OIL,Y,1284,36.32942429999999,127.40345900000001
147,대전광역시,대전명성 셀프주유소,대전 중구 대종로 103 (옥계동),현대오일뱅크,Y,1285,36.3016338,127.45174409999998
148,대전광역시,중앙주유소,대전 중구 대종로 558 (선화동),S-OIL,Y,1288,36.33276179999999,127.42127109999998
149,대전광역시,이화주유소,대전 중구 대종로 166 (석교동),SK에너지,N,1289,36.3065234,127.44827590000001
150,대전광역시,(주)석교주유소,대전 중구 대종로 207 (석교동),SK에너지,Y,1289,36.308253,127.4440134
151,대전광역시,진성주유소,대전 중구 대종로 122 (호동),SK에너지,Y,1299,36.3033846,127.45108159999998
152,대전광역시,버드내셀프주유소,대전 중구 계백로 1520 (유천동),현대오일뱅크,Y,1295,36.31597,127.3892659
153,대전광역시,안영IC주유소,대전 중구  대둔산로 188 (안영동),GS칼텍스,Y,1294,36.2870976,127.37895320000001
154,대전광역시,행복가득주유소,대전광역시 중구 보문산로 86(산성동),현대오일뱅크,Y,1290,36.3052841,127.38983689999999
155,대전광역시,(주)메이저플러스 명품주유소,대전광역시 중구 보문로 301 (선화동),현대오일뱅크,Y,1289,36.329275,127.42000039999999
156,대전광역시,청정주유소,대전 중구 오류로 120 (오류동),SK에너지,Y,1309,36.3307891,127.40172220000001
157,대전광역시,동물원주유소,대전 중구 대둔산로 270 (사정동),SK에너지,N,1299,36.2936985,127.3836903
158,대전광역시,보문주유소,대전 중구 보문로 59 (부사동),자가상표,N,1299,36.3129411,127.43436200000001
159,대전광역시,(주)메이저플러스 오월드주유소,대전 중구 대둔산로 359 (사정동),S-OIL,Y,1290,36.30129960000001,127.38560020000001
160,대전광역시,서대전농협주유소,대전 중구 계백로 1555 (유천동),SK에너지,Y,1294,36.3209277,127.4089051
161,대전광역시,(주)농협대전유통 하나로주유소,대전 중구 대둔산로 199번길 43,NH-OIL,Y,1294,36.2884029,127.3778062
162,대전광역시,현대오일뱅크(주) 충무주유소,대전 중구 충무로 141 (부사동),현대오일뱅크,N,1314,36.319954700000004,127.43229
163,대전광역시,안영셀프주유소,대전 중구 대둔산로 241 (안영동),현대오일뱅크,Y,1295,36.29159569999999,127.3815649
164,대전광역시,하나로주유소,대전 중구 대둔산로 211 (안영동),SK에너지,Y,1295,36.2891892,127.38014220000001
165,대전광역시,뿌리주유소,대전 중구 오류로 95 (오류동),SK에너지,N,1309,36.328631200000004,127.4018367
166,대전광역시,(주)봉봉 주유소,대전 중구  대둔산로 491 (산성동),S-OIL,Y,1335,36.3129249,127.3889555
167,대전광역시,중도석유(주)산성주유소,대전 중구 대둔산로 406 (산성동),GS칼텍스,N,1368,36.3053429,127.3868835
168,대전광역시,거북이주유소,대전 중구 문화로 35 (산성동),GS칼텍스,N,1319,36.3105148,127.3898128
169,대전광역시,지에스칼텍스㈜ 대양주유소,대전 중구 우암로 4,GS칼텍스,Y,1359,36.3336858,127.4204043
170,대전광역시,충남주유소,대전 중구 대흥로 80 (대흥동),자가상표,N,1289,36.3230507,127.4214398
171,대전광역시,중도석유(주)천일주유소,대전 중구 대종로 376 (부사동),GS칼텍스,N,1355,36.3188723,127.4319091
172,대전광역시,쟈이주유소,대전광역시 중구 대흥로 132 (대흥동),현대오일뱅크,N,1379,36.323578399999995,127.4269511
173,대전광역시,삼육주유소,대전 중구 대전천서로 757 (중촌동),SK에너지,Y,1385,36.3478335,127.40678340000001
174,대전광역시,중촌(구.태영),대전 중구 동서대로 1434 (선화동),SK에너지,N,1395,36.335527299999995,127.41508400000001
175,대전광역시,SK대전셀프주유소,대전 중구 중앙로 64 (대흥동),SK에너지,Y,1365,36.3240104,127.419184
176,대전광역시,(주)안국에너지 용두동주유소,대전 중구 계룡로771번길 8 (용두동),SK에너지,N,1379,36.330185,127.4038341
177,대전광역시,태성주유소,대전 중구 동서대로 1459 (중촌동),GS칼텍스,Y,1398,36.337556299999996,127.4168077
178,대전광역시,목동주유소,대전 중구 동서대로 1385(목동),S-OIL,N,1465,36.332803399999996,127.41098079999999
179,대전광역시,영광주유소,대전 중구 문화로 95 (유천동),SK에너지,N,1454,36.3122185,127.3962683
180,대전광역시,대웅에너지,대전 중구 대종로 557 (선화동),현대오일뱅크,Y,-,36.3323151,127.42079209999999
181,대전광역시,금성주유소,대전 중구 동서대로 1183 (태평동),S-OIL,Y,-,36.3270296,127.3916366
247,대전광역시,일등주유소,대전 대덕구 신탄진로 636 (평촌동),자가상표,N,1309,36.435016600000004,127.42541029999998
248,대전광역시,신탄진(상)주유소/충전소,대전광역시 대덕구 산업단지로 27 (상서동),알뜰(ex),Y,1304,36.42827379999999,127.41799569999999
249,대전광역시,SK네트웍스(주)대원셀프주유소,대전 대덕구 동서대로 1772 (비래동),SK에너지,Y,1309,36.353730999999996,127.44461820000001
250,대전광역시,(주)에스에이치에너지영풍주유소,대전광역시 대덕구 신탄진로 584(상서동),현대오일뱅크,Y,1377,36.4305844,127.42262020000001
251,대전광역시,신탄진농협주유소,대전 대덕구 덕암로168번길 10 (평촌동),NH-OIL,Y,1324,36.4356372,127.4238253
252,대전광역시,(주)학하목상셀프주유소,대전광역시 대덕구  대덕대로 1500 (목상동),S-OIL,Y,1325,36.449377500000004,127.4149645
253,대전광역시,(주)SH에너지 세종주유소,대전 대덕구 대덕대로 1494 (목상동),SK에너지,Y,1325,36.4492916,127.4141765
254,대전광역시,강변셀프주유소,대전 대덕구  신탄진로 866 (신탄진동),GS칼텍스,Y,1325,36.4275368,127.4249591
255,대전광역시,씨앤에스유통(주)회덕IC주유소,대전 대덕구 갑천도시고속도로 1084 (신대동),S-OIL,Y,1327,36.391156,127.41259540000001
256,대전광역시,스마일주유소,대전 대덕구 신탄진로 622 (상서동),S-OIL,Y,1327,36.43377589999999,127.42471570000001
257,대전광역시,대전북부새마을금고주유소,대전 대덕구 신탄진로 792,SK에너지,Y,1327,36.4481439,127.4297154
258,대전광역시,원촌주유소,대전 대덕구 아리랑로 55 (읍내동),SK에너지,Y,1328,36.3775024,127.41169939999999
259,대전광역시,씨앤에스유통(주)송월,대전 대덕구 아리랑로 107 (읍내동),S-OIL,N,1328,36.3754266,127.41680819999999
260,대전광역시,용은주유소,대전 대덕구 신탄진로 559 (상서동),S-OIL,Y,1328,36.428948299999995,127.4208692
261,대전광역시,신탄진IC주유소,대전 대덕구 신탄진로 665,SK에너지,Y,1328,36.4374581,127.4257983
262,대전광역시,(주)메이저플러스 대전IC주유소,대전광역시 대덕구  동서대로 1787 (송촌동),GS칼텍스,Y,1319,36.3553852,127.4439358
263,대전광역시,동대전셀프주유소,대전 대덕구 신탄진로 60 (연축동),현대오일뱅크,Y,1325,36.386880700000006,127.42390990000001
264,대전광역시,쌍용주유소,대전 대덕구 신탄진로 83 (연축동),S-OIL,Y,1325,36.3881936,127.42162520000001
265,대전광역시,소태산주유소,대전광역시 대덕구 신탄진로 163(신대동),현대오일뱅크,N,1325,36.395360700000005,127.42172040000001
266,대전광역시,삼미상사(주)금강주유소,대전 대덕구 신탄진로 536 (상서동),SK에너지,N,1338,36.4266704,127.42094070000002
267,대전광역시,제일셀프주유소,대전광역시 대덕구  동서대로 1750 (비래동),현대오일뱅크,Y,1309,36.3517285,127.4430738
268,대전광역시,회덕롯데리아주유소,대전 대덕구 신탄진로 222 (와동),SK에너지,Y,1329,36.400327399999995,127.42339709999999
269,대전광역시,와동주유소,대전 대덕구 신탄진로 386 (와동),현대오일뱅크,N,1334,36.4143615,127.424346
270,대전광역시,신탄진주유소,대전 대덕구 대덕대로1527번길 374,현대오일뱅크,N,1325,36.453453,127.4283768
271,대전광역시,동양주유소,대전 대덕구 동서대로 1811(송촌동),현대오일뱅크,N,1335,36.357302000000004,127.4450709
272,대전광역시,라자로주유소,대전 대덕구 대전로 1390 (읍내동),현대오일뱅크,N,1399,36.3774635,127.4216378
273,대전광역시,순우리주유소,대전 대덕구 신탄진로 533 (상서동),자가상표,N,1328,36.4275368,127.4249591
274,대전광역시,㈜연정 에스에스주유소,대전 대덕구 한밭대로 1020,S-OIL,N,1329,36.3579257,127.41191140000001
275,대전광역시,진영주유소,대전 대덕구 한밭대로 1180 (중리동),S-OIL,N,1329,36.3585972,127.42958929999999
276,대전광역시,농수산주유소,대전광역시 대덕구  한밭대로 1014 (오정동),GS칼텍스,Y,1329,36.3577929,127.4113007
277,대전광역시,(주)삼부에너지 으뜸주유소,대전 대덕구 한밭대로 1152 (중리동),현대오일뱅크,N,1329,36.358521100000004,127.42667730000001
278,대전광역시,지에스칼텍스㈜ 톨게이트주유소,대전 대덕구 동서대로 1762,GS칼텍스,Y,1349,36.352357299999994,127.4450014
279,대전광역시,일등주유소,대전 대덕구 한밭대로 1145 (중리동),현대오일뱅크,N,1327,36.35923890000001,127.4256413
280,대전광역시,갑천주유소,대전 대덕구 아리랑로55번길 189 (신대동),GS칼텍스,Y,1358,36.39294810000001,127.4135996
281,대전광역시,창영주유소,대전 대덕구 신탄진로 383,GS칼텍스,N,1299,36.41387599999999,127.42365490000002
282,대전광역시,한라주유소,대전 대덕구 오정로 65 (오정동),GS칼텍스,N,1449,36.3522293,127.41033540000001
283,대전광역시,CJ대한통운㈜ 대전지사주유소,대전 대덕구 신탄진로 1 (읍내동),GS칼텍스,N,1348,36.382768799999994,127.42475060000001
284,대전광역시,은빛주유소,대전 대덕구 아리랑로 70 (읍내동),현대오일뱅크,N,1359,36.376426,127.41237959999998
